form_id,poultry_establishment_id,collection_date,poultry_type,result,serotype,high_risk,antimicrobial_resistance,antimicrobial_resistance_category
102498956,P45483,2020-06-29,Chicken Parts,false,,,,
102478746,P6519B,2020-06-29,Chicken Parts,false,,,,
102497868,P46894,2020-06-29,Chicken Parts,false,,,,
102483100,P46897,2020-06-29,Chicken Parts,false,,,,
102480282,P46231,2020-06-29,Chicken Parts,false,,,,
102478374,P1949,2020-06-29,Chicken Parts,false,,,,
102502057,P1949,2020-06-29,Chicken Parts,false,,,,
102497380,P47016,2020-06-29,Chicken Parts,false,,,,
102480914,P34227,2020-06-29,Chicken Parts,false,,,,
102486062,P46027,2020-06-29,Chicken Parts,true,Typhimurium,true,FIS TET,Highly Important
102483240,P33901,2020-06-29,Chicken Parts,false,,,,
102484976,P45910,2020-06-29,Chicken Parts,false,,,,
102491302,P48304,2020-06-29,Whole Chicken,true,Infantis,true,CHL NAL FIS TET,Highly Important
102480040,P6510,2020-06-29,Chicken Parts,false,,,,
102482572,P910,2020-06-29,Chicken Parts,false,,,,
102476793,P1257,2020-06-29,Chicken Parts,false,,,,
102497016,P2632,2020-06-29,Chicken Parts,false,,,,
102500727,P2686,2020-06-29,Chicken Parts,false,,,,
102500728,P2686,2020-06-29,Chicken Parts,false,,,,
102491320,P6505,2020-06-29,Chicken Parts,false,,,,
102476143,P12650,2020-06-29,Chicken Parts,false,,,,
102497267,P13556,2020-06-30,Whole Chicken,false,,,,
102496780,P165H,2020-06-30,Whole Chicken,false,,,,
102496874,P468,2020-06-30,Whole Chicken,false,,,,
102499518,P677,2020-06-30,Chicken Parts,false,,,,
102497731,P18873,2020-06-30,Chicken Parts,false,,,,
102500708,P6666,2020-06-30,Chicken Parts,true,Enteritidis,true,NAL,Important
102499124,P4602A,2020-06-30,Chicken Parts,true,Kentucky,false,TET,Highly Important
102500673,P509,2020-06-30,Chicken Parts,false,,,,
102500965,P4398,2020-06-30,Ground Chicken,true,Infantis,true,NAL FIS TET,Highly Important
102502156,P1304A,2020-06-30,Ground Chicken,true,Infantis,true,NAL FIS TET,Highly Important
102499478,P18557,2020-06-30,Chicken Parts,false,,,,
102500937,P6638,2020-06-30,Chicken Parts,false,,,,
102498118,P6510,2020-06-30,Chicken Parts,false,,,,
102502640,P7345,2020-06-30,Whole Turkey,false,,,,
102500610,P177,2020-06-30,Whole Chicken,false,,,,
102502110,P1317,2020-06-30,Chicken Parts,false,,,,
102497018,P2632,2020-06-30,Whole Chicken,false,,,,
102496309,P687,2020-06-30,Whole Chicken,false,,,,
102501524,P308,2020-06-30,Chicken Parts,false,,,,
102500516,P19112,2020-06-30,Whole Chicken,false,,,,
102499714,P146,2020-06-30,Whole Chicken,false,,,,
102499396,P13530,2020-06-30,Chicken Parts,false,,,,
102500920,P7091,2020-06-30,Chicken Parts,false,,,,
102499022,P165M,2020-06-30,Chicken Parts,true,Infantis,true,AMP AXO NAL FIS TET,Critically Important
102501557,P51255,2020-06-30,Chicken Parts,true,Kentucky,false,Pan-Susceptible,Pan-Susceptible
102501164,P890,2020-06-30,Whole Chicken,false,,,,
102502033,P1249,2020-06-30,Whole Chicken,false,,,,
102496302,P1307,2020-06-30,Whole Chicken,false,,,,
102502660,P13584,2020-06-30,Chicken Parts,false,,,,
102499927,P40183,2020-06-30,Whole Chicken,false,,,,
102496123,P45483,2020-06-30,Chicken Parts,false,,,,
102500863,P5842,2020-06-30,Chicken Parts,false,,,,
102496071,P15735,2020-06-30,Chicken Parts,false,,,,
102496142,P2902,2020-06-30,Chicken Parts,false,,,,
102497358,P7927,2020-06-30,Chicken Parts,false,,,,
102499182,P2186,2020-06-30,Whole Chicken,false,,,,
102499232,P46091,2020-06-30,Whole Chicken,false,,,,
102498959,P45483,2020-06-30,Whole Chicken,false,,,,
102500779,P935,2020-06-30,Chicken Parts,false,,,,
102500222,P19112,2020-06-30,Chicken Parts,false,,,,
102502082,P17340,2020-06-30,Chicken Parts,false,,,,
102499161,P810,2020-06-30,Chicken Parts,false,,,,
102500961,P4398,2020-06-30,Chicken Parts,false,,,,
102501262,P45525,2020-06-30,Whole Chicken,false,,,,
102501685,P6510,2020-06-30,Whole Chicken,false,,,,
102501136,P40183,2020-06-30,Chicken Parts,false,,,,
102496489,P20322,2020-06-30,Whole Chicken,false,,,,
102497173,P7101,2020-06-30,Whole Chicken,false,,,,
102502625,P6137A,2020-06-30,Whole Chicken,false,,,,
102497458,P33900,2020-06-30,Chicken Parts,false,,,,
102502095,P5787,2020-06-30,Whole Chicken,false,,,,
102496212,P45134,2020-06-30,Whole Turkey,false,,,,
102498318,P705,2020-06-30,Whole Chicken,false,,,,
102501452,P34145,2020-06-30,Chicken Parts,false,,,,
102501719,P27389,2020-06-30,Chicken Parts,false,,,,
102502193,P21234,2020-06-30,Chicken Parts,false,,,,
102500050,P7632,2020-06-30,Whole Chicken,false,,,,
102497491,P45690,2020-06-30,Chicken Parts,false,,,,
102499317,P19034,2020-06-30,Chicken Parts,false,,,,
102499212,P1304,2020-06-30,Whole Chicken,false,,,,
102497463,P33900,2020-06-30,Whole Chicken,false,,,,
102498972,P7760,2020-06-30,Ground Turkey,false,,,,
102501587,P286,2020-06-30,Ground Turkey,false,,,,
102497695,P963,2020-06-30,Ground Turkey,true,Typhimurium,true,COL,Not Categorized
102496291,P20935,2020-06-30,Ground Turkey,true,Infantis,true,NAL FIS TET,Highly Important
102497597,P27389,2020-06-30,Chicken Parts,false,,,,
102496751,P7964,2020-06-30,Chicken Parts,false,,,,
102500549,P1,2020-06-30,Chicken Parts,false,,,,
102500718,P40,2020-06-30,Chicken Parts,false,,,,
102497430,P170,2020-06-30,Chicken Parts,false,,,,
102500609,P177,2020-06-30,Chicken Parts,false,,,,
102499903,P2632,2020-06-30,Chicken Parts,false,,,,
102500709,P2686,2020-06-30,Chicken Parts,false,,,,
102502053,P843,2020-06-30,Chicken Parts,false,,,,
102499418,P157,2020-06-30,Whole Turkey,false,,,,
102500695,P21234,2020-06-30,Chicken Parts,false,,,,
102502120,P9197,2020-06-30,Whole Chicken,false,,,,
102502370,P2540,2020-06-30,Chicken Parts,false,,,,
102502151,P15724,2020-06-30,Whole Chicken,false,,,,
102498949,P1241,2020-06-30,Whole Chicken,false,,,,
102501757,P1304,2020-06-30,Chicken Parts,false,,,,
102500989,P6058,2020-06-30,Chicken Parts,false,,,,
102497113,P18726,2020-06-30,Ground Chicken,false,,,,
102499411,P157,2020-06-30,Ground Chicken,false,,,,
102501426,P6308,2020-06-30,Ground Chicken,false,,,,
102501745,P8276,2020-06-30,Ground Chicken,false,,,,
102498751,P8603,2020-06-30,Ground Chicken,false,,,,
102499524,P2130,2020-06-30,Whole Turkey,false,,,,
102499498,P18557,2020-06-30,Whole Chicken,false,,,,
102498072,P247,2020-06-30,Whole Chicken,false,,,,
102499422,P6137,2020-06-30,Chicken Parts,false,,,,
102498770,P19152,2020-06-30,Chicken Parts,false,,,,
102500733,P6529,2020-06-30,Chicken Parts,false,,,,
102498063,P247,2020-06-30,Chicken Parts,false,,,,
102499859,P7091A,2020-06-30,Chicken Parts,true,Kentucky,false,Pan-Susceptible,Pan-Susceptible
102498161,P7089,2020-06-30,Whole Chicken,false,,,,
102503679,P22000,2020-07-01,Ground Turkey,false,,,,
102502199,P18,2020-07-01,Ground Turkey,false,,,,
102503861,P15841,2020-07-01,Ground Turkey,false,,,,
102499523,P2130,2020-07-01,Ground Turkey,false,,,,
102496497,P4460,2020-07-01,Ground Turkey,false,,,,
102497115,P18726,2020-07-01,Ground Turkey,false,,,,
102498437,P2617,2020-07-01,Ground Turkey,false,,,,
102502149,P15724,2020-07-01,Chicken Parts,false,,,,
102496026,P3,2020-07-01,Chicken Parts,false,,,,
102502672,P56,2020-07-01,Chicken Parts,false,,,,
102496191,P146,2020-07-01,Chicken Parts,false,,,,
102500823,P806,2020-07-01,Chicken Parts,false,,,,
102497622,P7903,2020-07-01,Chicken Parts,false,,,,
102496083,P2095,2020-07-01,Chicken Parts,false,,,,
102496150,P18395,2020-07-01,Chicken Parts,false,,,,
102502361,P15805,2020-07-01,Chicken Parts,false,,,,
102496382,P112,2020-07-01,Chicken Parts,false,,,,
102503604,P165S,2020-07-01,Chicken Parts,false,,,,
102497964,P7100,2020-07-01,Chicken Parts,false,,,,
102497577,P19865,2020-07-01,Chicken Parts,false,,,,
102497121,P206,2020-07-01,Chicken Parts,false,,,,
102502255,P517,2020-07-01,Chicken Parts,false,,,,
102496821,P6616,2020-07-01,Chicken Parts,false,,,,
102503656,P7342,2020-07-01,Chicken Parts,false,,,,
102499967,P320,2020-07-01,Chicken Parts,false,,,,
102496519,P1307,2020-07-01,Chicken Parts,false,,,,
102502630,P6119,2020-07-01,Chicken Parts,false,,,,
102500753,P6137A,2020-07-01,Chicken Parts,false,,,,
102496272,P6164A,2020-07-01,Chicken Parts,false,,,,
102501048,P1325,2020-07-01,Chicken Parts,false,,,,
102497787,P17151,2020-07-01,Chicken Parts,false,,,,
102498113,P20699A,2020-07-01,Chicken Parts,false,,,,
102497226,P31881,2020-07-01,Chicken Parts,false,,,,
102498107,P32174,2020-07-01,Chicken Parts,false,,,,
102499901,P40059,2020-07-01,Chicken Parts,false,,,,
102499673,P44127,2020-07-01,Chicken Parts,false,,,,
102501066,P45597,2020-07-01,Chicken Parts,false,,,,
102497651,P45819,2020-07-01,Chicken Parts,false,,,,
102498003,P45855,2020-07-01,Chicken Parts,false,,,,
102498735,P18554A,2020-07-01,Chicken Parts,false,,,,
102498843,P1234,2020-07-01,Chicken Parts,false,,,,
102496907,P468,2020-07-01,Chicken Parts,true,Kentucky,false,Pan-Susceptible,Pan-Susceptible
102499106,P9141,2020-07-01,Chicken Parts,true,Enteritidis,true,Pan-Susceptible,Pan-Susceptible
102496515,P39,2020-07-01,Chicken Parts,true,Enteritidis,true,Pan-Susceptible,Pan-Susceptible
102502432,P476,2020-07-01,Chicken Parts,false,,,,
102501542,P7567,2020-07-01,Chicken Parts,false,,,,
102498882,P19514,2020-07-01,Chicken Parts,false,,,,
102499178,P2186,2020-07-01,Chicken Parts,false,,,,
102497779,P19909,2020-07-01,Chicken Parts,false,,,,
102497099,P33901,2020-07-01,Chicken Parts,true,Kentucky,false,TET,Highly Important
102501680,P794,2020-07-01,Ground Chicken,false,,,,
102496041,P2178,2020-07-01,Ground Chicken,false,,,,
102504295,P17124,2020-07-01,Ground Chicken,false,,,,
102498436,P1009,2020-07-01,Chicken Parts,true,Kentucky,false,TET,Highly Important
102503834,P622,2020-07-01,Whole Chicken,true,Infantis,true,CHL NAL FIS TET,Highly Important
102496296,P20935,2020-07-01,Whole Turkey,false,,,,
102503688,P22000,2020-07-01,Whole Turkey,false,,,,
102503530,P32130,2020-07-01,Whole Turkey,false,,,,
102500716,P40,2020-07-01,Whole Chicken,false,,,,
102503491,P646,2020-07-01,Whole Chicken,false,,,,
102498611,P910,2020-07-01,Whole Chicken,false,,,,
102503798,P425,2020-07-01,Whole Turkey,false,,,,
102499906,P2632,2020-07-01,Whole Chicken,false,,,,
102503494,P2686,2020-07-01,Whole Chicken,false,,,,
102496881,P6505,2020-07-01,Whole Chicken,false,,,,
102502409,P7374,2020-07-01,Whole Chicken,false,,,,
102496204,P445,2020-07-01,Whole Chicken,false,,,,
102497989,P419,2020-07-01,Whole Chicken,false,,,,
102500678,P510,2020-07-01,Whole Chicken,false,,,,
102496092,P1201,2020-07-01,Whole Chicken,false,,,,
102497107,P1309,2020-07-01,Whole Chicken,false,,,,
102500298,P17966,2020-07-01,Whole Chicken,false,,,,
102502595,P7669,2020-07-01,Whole Turkey,false,,,,
102499876,P551,2020-07-01,Whole Turkey,false,,,,
102503499,P20604,2020-07-01,Whole Chicken,false,,,,
102500797,P667,2020-07-01,Whole Chicken,false,,,,
102499259,P764,2020-07-01,Whole Chicken,false,,,,
102500824,P806,2020-07-01,Whole Chicken,false,,,,
102502303,P1318,2020-07-01,Whole Chicken,false,,,,
102502687,P2178,2020-07-01,Whole Chicken,false,,,,
102503581,P7903,2020-07-01,Whole Chicken,false,,,,
102502135,P72,2020-07-01,Whole Chicken,false,,,,
102496388,P112,2020-07-01,Whole Chicken,false,,,,
102501058,P481,2020-07-01,Whole Chicken,false,,,,
102496910,P5787,2020-07-01,Whole Chicken,false,,,,
102500872,P5842,2020-07-01,Whole Chicken,false,,,,
102497198,P206,2020-07-01,Whole Chicken,false,,,,
102503600,P218,2020-07-01,Whole Chicken,false,,,,
102502094,P584,2020-07-01,Whole Chicken,false,,,,
102503558,P192,2020-07-01,Whole Chicken,false,,,,
102503983,P7085,2020-07-01,Whole Chicken,true,Kentucky,false,Pan-Susceptible,Pan-Susceptible
102497718,P7264,2020-07-01,Whole Chicken,true,Enteritidis,true,Pan-Susceptible,Pan-Susceptible
102502297,P1317,2020-07-01,Whole Chicken,true,Kentucky,false,TET,Highly Important
102502288,P758,2020-07-01,Whole Chicken,false,,,,
102503580,P1254,2020-07-01,Whole Chicken,false,,,,
102500720,P164,2020-07-01,Whole Chicken,false,,,,
102500674,P509,2020-07-01,Whole Chicken,false,,,,
102502607,P7487,2020-07-01,Whole Chicken,false,,,,
102499401,P6137,2020-07-01,Whole Chicken,false,,,,
102500750,P6137A,2020-07-01,Whole Chicken,false,,,,
102500977,P6058,2020-07-01,Whole Chicken,false,,,,
102497521,P6164A,2020-07-01,Whole Chicken,false,,,,
102496764,P533,2020-07-01,Whole Chicken,false,,,,
102503567,P21234,2020-07-01,Whole Chicken,false,,,,
102501827,P33900,2020-07-01,Whole Chicken,false,,,,
102496214,P45465,2020-07-01,Whole Chicken,false,,,,
102499038,P51179,2020-07-01,Whole Chicken,false,,,,
102496126,P45483,2020-07-01,Whole Chicken,false,,,,
102502975,P8727,2020-07-01,Ground Turkey,true,Agona,true,FIS TET,Highly Important
102502580,P190,2020-07-01,Whole Turkey,false,,,,
102498603,P910,2020-07-01,Chicken Parts,false,,,,
102500329,P1250,2020-07-01,Chicken Parts,false,,,,
102500757,P1272,2020-07-01,Chicken Parts,false,,,,
102497540,P6505,2020-07-01,Chicken Parts,false,,,,
102500686,P510,2020-07-01,Chicken Parts,false,,,,
102501034,P18285,2020-07-01,Chicken Parts,false,,,,
102501679,P794,2020-07-01,Chicken Parts,false,,,,
102496997,P787,2020-07-01,Chicken Parts,false,,,,
102500300,P17966,2020-07-01,Chicken Parts,false,,,,
102501071,P18978,2020-07-01,Chicken Parts,false,,,,
102503560,P579,2020-07-01,Ground Turkey,false,,,,
102504757,P2882,2020-07-02,Chicken Parts,true,Infantis,true,AMP AXO CHL NAL FIS TET COT,Critically Important
102497145,P18726,2020-07-02,Ground Chicken,true,Enteritidis,true,Pan-Susceptible,Pan-Susceptible
102496043,P2178,2020-07-02,Whole Chicken,false,,,,
102503117,P7834,2020-07-02,Ground Chicken,false,,,,
102500647,P18600,2020-07-02,Chicken Parts,true,Enteritidis,true,AMP TET,Highly Important
102496483,P38514,2020-07-02,Chicken Parts,false,,,,
102500734,P18285,2020-07-02,Chicken Parts,false,,,,
102498325,P705,2020-07-02,Chicken Parts,false,,,,
102497111,P1309,2020-07-02,Chicken Parts,false,,,,
102496293,P1257,2020-07-02,Whole Chicken,false,,,,
102501224,P27389,2020-07-02,Ground Chicken,true,Kentucky,false,Pan-Susceptible,Pan-Susceptible
102500729,P1243,2020-07-05,Whole Chicken,false,,,,
102497614,P476,2020-07-05,Whole Chicken,false,,,,
102504628,P6504,2020-07-05,Chicken Parts,false,,,,
102506269,P1284,2020-07-05,Whole Chicken,false,,,,
102499059,P51179,2020-07-06,Whole Chicken,false,,,,
102500571,P46374,2020-07-06,Whole Chicken,false,,,,
102498114,P18438B,2020-07-06,Whole Chicken,false,,,,
102506372,P551,2020-07-06,Ground Turkey,false,,,,
102506347,P7464,2020-07-06,Ground Turkey,false,,,,
102504617,P32,2020-07-06,Whole Chicken,false,,,,
102500612,P177,2020-07-06,Whole Chicken,false,,,,
102500326,P1250,2020-07-06,Whole Chicken,false,,,,
102501571,P1250,2020-07-06,Whole Chicken,false,,,,
102497582,P6505,2020-07-06,Whole Chicken,false,,,,
102498720,P445,2020-07-06,Whole Chicken,false,,,,
102501742,P622,2020-07-06,Whole Chicken,false,,,,
102506005,P7428,2020-07-06,Whole Chicken,false,,,,
102502121,P9197,2020-07-06,Whole Chicken,false,,,,
102502087,P17980,2020-07-06,Whole Chicken,false,,,,
102505607,P19128,2020-07-06,Whole Chicken,false,,,,
102500223,P19112,2020-07-06,Whole Chicken,false,,,,
102506329,P7089,2020-07-06,Chicken Parts,false,,,,
102498891,P19514,2020-07-06,Whole Chicken,false,,,,
102497568,P20245,2020-07-06,Whole Chicken,false,,,,
102497239,P3,2020-07-06,Whole Chicken,false,,,,
102499193,P2186,2020-07-06,Whole Chicken,false,,,,
102504624,P18678,2020-07-06,Chicken Parts,false,,,,
102502986,P56,2020-07-06,Chicken Parts,false,,,,
102506491,P19514,2020-07-06,Chicken Parts,false,,,,
102500835,P9792,2020-07-06,Ground Chicken,false,,,,
102502636,P7927,2020-07-06,Whole Chicken,false,,,,
